probe	type	RB_E_001	RB_E_002	RB_E_003	RB_E_004	RB_E_005	RB_E_006	RB_E_007	RB_E_008	RB_E_009	RB_E_011	RB_E_012	RB_E_013	RB_E_014	RB_E_015	RB_E_016	RB_E_017	RB_E_019	RB_E_020	RB_E_021	RB_E_022	RB_E_023	RB_E_025	RB_E_026	RB_E_027	RB_E_028	RB_E_029	RB_E_030	RB_E_030_IC	RB_E_032	RB_E_033	RB_E_034	RB_E_035	RB_E_036	RB_E_037	RB_E_040	RB_E_042	RB_E_044	RB_E_045	RB_E_046_IC	RB_E_048_IC	RB_E_049_IC	RB_E_050	RB_E_051	RB_E_052	RB_E_053	RB_E_054	RB_E_055	RB_E_056	RB_E_057	RB_E_058	RB_E_059	RB_E_060	RB_E_061	RB_E_063	RB_E_064	RB_E_065	RB_E_066	RB_E_067	RB_E_069_FR	RB_E_076	RB_E_077	RB_E_078	RB_E_079	RB_E_080	RB_E_081
cg00014152	I	553.0	496.0	671.0	376.0	669.0	517.0	394.0	1852.0	450.0	112.0	435.0	466.0	240.0	27.0	231.0	222.0	265.0	297.0	268.0	190.0	192.0	675.0	509.0	472.0	846.0	532.0	397.0	383.0	610.0	321.0	327.0	615.0	763.0	574.0	269.0	724.0	268.0	221.0	193.0	348.0	561.0	366.0	390.0	342.0	184.0	296.0	511.0	333.0	1716.0	425.0	292.0	755.0	525.0	670.0	400.0	538.0	357.0	313.0	753.0	2666.0	299.0	210.0	379.0	265.0	212.0
cg00016522	I	15326.0	14895.0	14232.0	12364.0	11628.0	7734.0	7621.0	10147.0	11588.0	11528.0	12817.0	16061.0	15276.0	12731.0	8198.0	13996.0	11361.0	13902.0	8204.0	10979.0	8996.0	15677.0	15889.0	10050.0	13459.0	10429.0	10404.0	8896.0	9934.0	10500.0	10859.0	10827.0	16912.0	16564.0	12252.0	19061.0	9255.0	5315.0	13075.0	3460.0	4779.0	9140.0	15878.0	12610.0	8830.0	11404.0	9397.0	9241.0	11515.0	8724.0	6748.0	6259.0	11033.0	2663.0	13132.0	16431.0	13484.0	13984.0	9048.0	11518.0	6970.0	4766.0	5294.0	8065.0	8625.0
cg00016934	I	12096.0	9581.0	9458.0	8894.0	14693.0	11887.0	11307.0	4815.0	9766.0	9056.0	7400.0	10045.0	4574.0	8911.0	9837.0	6090.0	5678.0	9818.0	9084.0	7985.0	5564.0	9490.0	12632.0	14021.0	9506.0	10429.0	9194.0	11427.0	7926.0	6434.0	10841.0	11020.0	1762.0	10373.0	9169.0	9364.0	6307.0	6997.0	7321.0	6720.0	5042.0	12144.0	13529.0	8416.0	6531.0	11668.0	15814.0	9962.0	13577.0	8365.0	6376.0	12015.0	8677.0	7206.0	8506.0	8904.0	10475.0	7400.0	15657.0	12347.0	9356.0	13831.0	11526.0	8145.0	13687.0
cg00018204	II	754.0	555.0	683.0	592.0	1319.0	607.0	652.0	127.0	461.0	3128.0	1047.0	459.0	3467.0	870.0	1284.0	576.0	682.0	1329.0	1572.0	1070.0	635.0	784.0	1484.0	2479.0	928.0	1073.0	1438.0	1074.0	483.0	749.0	465.0	1012.0	858.0	734.0	1290.0	597.0	754.0	588.0	828.0	888.0	950.0	3424.0	2214.0	898.0	589.0	1372.0	3921.0	1055.0	3340.0	1856.0	710.0	1947.0	458.0	986.0	629.0	653.0	509.0	806.0	2426.0	4739.0	765.0	3572.0	903.0	623.0	921.0
cg00018261	I	15982.0	16741.0	14849.0	12078.0	12523.0	14909.0	12889.0	12712.0	13350.0	10269.0	8064.0	12810.0	6536.0	7881.0	7979.0	8598.0	8906.0	7943.0	7674.0	6748.0	7972.0	15552.0	11618.0	12493.0	12310.0	10038.0	7021.0	7674.0	14894.0	8956.0	14661.0	14336.0	12815.0	16085.0	6733.0	13977.0	8420.0	12777.0	10957.0	5388.0	6868.0	9132.0	8817.0	10756.0	8994.0	7762.0	15006.0	13518.0	16098.0	14301.0	11201.0	14404.0	13306.0	11369.0	11692.0	13349.0	17401.0	11783.0	13684.0	12510.0	10561.0	10490.0	9191.0	12027.0	12065.0
cg00021786	I	869.0	1054.0	3024.0	496.0	1260.0	504.0	2698.0	6026.0	374.0	1229.0	433.0	526.0	386.0	846.0	416.0	416.0	529.0	628.0	1268.0	647.0	388.0	780.0	1263.0	937.0	1307.0	619.0	605.0	1749.0	862.0	547.0	978.0	584.0	895.0	1201.0	334.0	1137.0	545.0	800.0	1037.0	1403.0	2225.0	6734.0	2089.0	545.0	270.0	874.0	4886.0	2804.0	11222.0	1629.0	1439.0	1387.0	915.0	1790.0	752.0	540.0	492.0	1033.0	3845.0	6418.0	894.0	384.0	823.0	429.0	5691.0
cg00023415	II	678.0	614.0	669.0	633.0	3421.0	738.0	426.0	763.0	719.0	5517.0	1214.0	796.0	1371.0	1062.0	1434.0	687.0	684.0	1294.0	1367.0	921.0	617.0	634.0	1957.0	1993.0	740.0	2125.0	1749.0	1064.0	743.0	625.0	925.0	1536.0	1073.0	1418.0	1042.0	1576.0	433.0	850.0	381.0	531.0	709.0	1863.0	2157.0	1069.0	520.0	1561.0	5621.0	525.0	8911.0	1145.0	936.0	890.0	385.0	581.0	1042.0	615.0	945.0	591.0	2451.0	4065.0	865.0	494.0	531.0	497.0	830.0
cg00027454	II	556.0	465.0	534.0	504.0	490.0	680.0	494.0	409.0	553.0	1025.0	998.0	391.0	694.0	603.0	1315.0	524.0	453.0	680.0	757.0	383.0	327.0	540.0	784.0	666.0	762.0	618.0	905.0	861.0	146.0	403.0	560.0	620.0	596.0	449.0	531.0	604.0	460.0	556.0	694.0	603.0	776.0	1082.0	1449.0	641.0	389.0	1163.0	433.0	514.0	397.0	584.0	371.0	455.0	486.0	639.0	481.0	402.0	493.0	258.0	589.0	388.0	384.0	340.0	421.0	293.0	289.0
cg00029931	II	15488.0	11903.0	12101.0	9800.0	14102.0	10363.0	8013.0	7449.0	10912.0	12041.0	15899.0	11268.0	15429.0	8711.0	7679.0	8863.0	9487.0	9816.0	13059.0	7332.0	7663.0	13380.0	16374.0	11541.0	11210.0	16752.0	10392.0	14070.0	13027.0	9313.0	12545.0	11974.0	12400.0	16049.0	7579.0	13895.0	7836.0	10292.0	13090.0	3766.0	2656.0	16893.0	11513.0	11238.0	8290.0	10421.0	13295.0	10506.0	19311.0	13605.0	10382.0	17182.0	12285.0	4008.0	10293.0	10382.0	14311.0	10054.0	14996.0	11714.0	7626.0	9421.0	4188.0	5593.0	5885.0
cg00030125	II	1184.0	2055.0	2988.0	2243.0	7460.0	2423.0	9343.0	1289.0	1173.0	4143.0	3312.0	1424.0	808.0	1005.0	1018.0	581.0	522.0	1190.0	1568.0	883.0	670.0	3146.0	4070.0	2679.0	1372.0	3111.0	1105.0	1756.0	1500.0	965.0	1097.0	2984.0	1637.0	1802.0	2738.0	1296.0	713.0	1166.0	1030.0	735.0	808.0	1243.0	1697.0	1083.0	705.0	1334.0	4758.0	1264.0	8377.0	2161.0	1816.0	6953.0	2036.0	3406.0	2022.0	1490.0	1911.0	1153.0	4259.0	8795.0	1482.0	1454.0	6408.0	1228.0	2380.0
cg00031235	II	3866.0	1451.0	2093.0	1542.0	13811.0	1764.0	2130.0	3343.0	1607.0	6771.0	2618.0	2360.0	1829.0	8470.0	1515.0	1325.0	1093.0	9444.0	4036.0	1303.0	1118.0	2317.0	16261.0	16454.0	2352.0	17623.0	2571.0	3650.0	2138.0	1154.0	2223.0	3803.0	2292.0	3054.0	1462.0	2884.0	822.0	1931.0	1505.0	1031.0	1200.0	9477.0	8908.0	1480.0	1195.0	2977.0	10878.0	2366.0	15090.0	3039.0	1709.0	4675.0	2358.0	1339.0	1990.0	2369.0	2456.0	1850.0	9850.0	13592.0	1921.0	4451.0	7432.0	1700.0	13310.0
cg00032666	II	1769.0	2198.0	1938.0	1353.0	5344.0	1519.0	1745.0	9452.0	1444.0	7415.0	1352.0	1619.0	2684.0	7077.0	5903.0	1213.0	1058.0	2823.0	3699.0	5648.0	726.0	1031.0	6848.0	6180.0	2011.0	8854.0	4667.0	6785.0	1462.0	927.0	1585.0	3069.0	1859.0	2335.0	2013.0	3055.0	973.0	1640.0	3952.0	3663.0	5928.0	7385.0	7157.0	1198.0	831.0	2792.0	7833.0	6352.0	9826.0	2699.0	1865.0	7288.0	1829.0	1544.0	2073.0	1779.0	1619.0	2341.0	4745.0	5498.0	1139.0	4000.0	2149.0	1248.0	5238.0
cg00034639	II	11498.0	11249.0	12587.0	9662.0	13414.0	10676.0	11431.0	9981.0	8810.0	10236.0	5529.0	11583.0	5737.0	5276.0	5361.0	5460.0	5364.0	6266.0	7712.0	4549.0	4521.0	10422.0	9872.0	10933.0	9503.0	10790.0	6736.0	7382.0	8513.0	6808.0	11379.0	15246.0	11505.0	12404.0	5196.0	13310.0	4675.0	11165.0	6966.0	5711.0	5377.0	7277.0	7302.0	7249.0	5533.0	6420.0	12409.0	13346.0	18545.0	12186.0	11503.0	12037.0	10076.0	10439.0	11164.0	11364.0	12804.0	10838.0	11613.0	17632.0	8031.0	8894.0	8441.0	9209.0	10184.0
cg00034731	II	1923.0	1118.0	1306.0	1715.0	5756.0	1078.0	1302.0	2450.0	1056.0	6658.0	3651.0	1040.0	7075.0	7846.0	7690.0	1523.0	1781.0	7601.0	5255.0	3252.0	1454.0	1515.0	5159.0	4964.0	1206.0	6191.0	5782.0	5713.0	1725.0	2051.0	1043.0	2335.0	1379.0	1718.0	4352.0	1256.0	1430.0	1360.0	2830.0	2889.0	3219.0	9929.0	6834.0	2045.0	1403.0	5208.0	6381.0	1971.0	5908.0	1479.0	860.0	7128.0	1282.0	2312.0	1365.0	1587.0	2517.0	1943.0	5403.0	4199.0	1265.0	2925.0	1990.0	2017.0	2762.0
cg00037117	II	1494.0	1542.0	1292.0	916.0	1115.0	562.0	948.0	2424.0	814.0	2281.0	3088.0	1571.0	3946.0	3010.0	2355.0	2205.0	2921.0	3863.0	1621.0	2901.0	1381.0	1450.0	2594.0	1478.0	1304.0	896.0	2908.0	3505.0	734.0	1087.0	1478.0	1760.0	1958.0	2287.0	2634.0	1980.0	2111.0	1285.0	2869.0	974.0	924.0	3067.0	3125.0	3013.0	1481.0	4126.0	1465.0	2202.0	1885.0	1340.0	1320.0	1166.0	1582.0	977.0	1047.0	1378.0	1604.0	690.0	1878.0	974.0	715.0	776.0	444.0	622.0	1048.0
cg00040455	II	21248.0	21829.0	22282.0	22835.0	22771.0	21983.0	22012.0	13871.0	20823.0	13683.0	16292.0	21230.0	17752.0	13308.0	9723.0	14466.0	13801.0	12534.0	16920.0	12327.0	11305.0	21867.0	18410.0	21503.0	21736.0	23447.0	12464.0	13006.0	20900.0	16438.0	19059.0	22639.0	23428.0	23062.0	11333.0	22555.0	11987.0	19019.0	16676.0	9474.0	10518.0	12944.0	16950.0	16858.0	13652.0	15861.0	23367.0	24476.0	25298.0	20896.0	20589.0	21592.0	22466.0	23501.0	20989.0	22053.0	23323.0	20237.0	21875.0	19517.0	17018.0	20938.0	23387.0	17506.0	14573.0
cg00040923	II	4316.0	2145.0	4650.0	4522.0	12815.0	8214.0	6680.0	1847.0	6321.0	7731.0	5620.0	4945.0	5905.0	2018.0	5089.0	2436.0	6871.0	10994.0	13299.0	3227.0	5026.0	9059.0	7606.0	6954.0	4581.0	12019.0	6874.0	5583.0	5035.0	8795.0	4233.0	5534.0	14300.0	12515.0	11965.0	9484.0	9245.0	3389.0	4307.0	1706.0	4381.0	9001.0	3963.0	3113.0	1925.0	11565.0	14151.0	2779.0	17654.0	5244.0	12830.0	11506.0	12698.0	4427.0	10139.0	9080.0	13590.0	6117.0	15100.0	15949.0	6654.0	13082.0	4873.0	1888.0	12257.0
cg00046099	II	4308.0	5840.0	4429.0	3895.0	3484.0	3925.0	4610.0	6705.0	4088.0	6509.0	5308.0	5532.0	6141.0	5358.0	4098.0	6029.0	7809.0	5651.0	5701.0	3124.0	3863.0	4261.0	5974.0	5526.0	5489.0	3150.0	4463.0	7769.0	3136.0	5138.0	8452.0	6185.0	6288.0	4634.0	5040.0	5454.0	5234.0	4122.0	9826.0	7602.0	6355.0	5132.0	4902.0	8172.0	6534.0	9878.0	4598.0	5728.0	8024.0	4778.0	4032.0	5437.0	5359.0	3797.0	4954.0	4278.0	5217.0	3418.0	4888.0	5008.0	2313.0	2040.0	2173.0	3453.0	2464.0
cg00051952	II	4054.0	2028.0	1596.0	1430.0	5001.0	1406.0	1461.0	1594.0	952.0	5681.0	4054.0	2756.0	2232.0	3466.0	2874.0	1609.0	2154.0	2833.0	3363.0	4311.0	1364.0	2211.0	3406.0	7672.0	3463.0	4608.0	2341.0	3847.0	1362.0	906.0	1531.0	3526.0	1982.0	2142.0	2748.0	2347.0	1500.0	1163.0	1072.0	689.0	818.0	8034.0	3488.0	1628.0	1616.0	3044.0	7827.0	3401.0	6113.0	4027.0	2248.0	5304.0	1317.0	2750.0	1562.0	2034.0	711.0	1880.0	5417.0	4945.0	2235.0	3468.0	1348.0	4149.0	5224.0
cg00070542	II	19538.0	16429.0	20114.0	13492.0	17444.0	16167.0	16353.0	13998.0	15838.0	10708.0	9391.0	16196.0	9003.0	11456.0	7453.0	11301.0	8390.0	9779.0	9774.0	8776.0	8195.0	15069.0	14488.0	17520.0	16665.0	16425.0	8844.0	10341.0	15060.0	9050.0	16797.0	17854.0	19919.0	19041.0	9256.0	18215.0	7669.0	15741.0	10032.0	7105.0	7004.0	11813.0	11091.0	12709.0	7948.0	10975.0	19776.0	22385.0	19476.0	18056.0	14402.0	19058.0	16622.0	20699.0	16142.0	17203.0	18439.0	14409.0	17932.0	16250.0	13370.0	14415.0	14951.0	11476.0	14142.0
cg00072288	I	11138.0	9857.0	11522.0	10682.0	12263.0	12062.0	11477.0	5836.0	10320.0	6385.0	8907.0	8645.0	7808.0	5835.0	8261.0	7132.0	6345.0	8306.0	7513.0	6909.0	6283.0	9327.0	11196.0	10251.0	11742.0	11603.0	7405.0	8308.0	11380.0	8542.0	10263.0	11527.0	10052.0	10359.0	8588.0	10265.0	7955.0	8381.0	6131.0	8370.0	3981.0	6538.0	7621.0	7994.0	6405.0	6912.0	8879.0	9905.0	13435.0	10833.0	7532.0	10948.0	10023.0	13473.0	9198.0	8414.0	9603.0	10598.0	12201.0	12311.0	10255.0	12532.0	9832.0	10062.0	10651.0
cg00072587	II	4649.0	962.0	2317.0	2458.0	2756.0	1934.0	3539.0	6001.0	967.0	6426.0	6781.0	4165.0	6549.0	7078.0	4388.0	1645.0	2624.0	5512.0	5648.0	2431.0	2943.0	3371.0	5530.0	3699.0	3865.0	1971.0	3349.0	5668.0	1751.0	1345.0	1247.0	2907.0	3359.0	4847.0	1275.0	4064.0	2986.0	3133.0	2544.0	640.0	1091.0	4765.0	6041.0	3242.0	2405.0	5665.0	5220.0	6663.0	7187.0	4545.0	3880.0	6194.0	1975.0	2145.0	2431.0	2882.0	3408.0	3270.0	6275.0	5287.0	1373.0	3501.0	2120.0	965.0	1755.0
cg00072799	II	1488.0	1577.0	1276.0	788.0	1664.0	452.0	777.0	1452.0	709.0	3636.0	2098.0	1824.0	1575.0	3017.0	2431.0	1711.0	1024.0	4066.0	1972.0	1058.0	1469.0	1339.0	1255.0	2100.0	1485.0	3314.0	1945.0	3981.0	885.0	669.0	577.0	1688.0	1603.0	1510.0	1212.0	3262.0	879.0	1701.0	1168.0	677.0	969.0	2424.0	4144.0	1293.0	1539.0	1964.0	4620.0	3456.0	3537.0	2274.0	2717.0	1614.0	550.0	1030.0	1091.0	911.0	919.0	1030.0	1166.0	1743.0	403.0	439.0	373.0	570.0	522.0
cg00072839	I	5583.0	7123.0	5711.0	7088.0	7374.0	7806.0	8712.0	5618.0	6968.0	7355.0	8314.0	5672.0	8417.0	5921.0	7014.0	7474.0	7238.0	7720.0	7462.0	6099.0	5831.0	7351.0	7455.0	7932.0	9486.0	5787.0	6052.0	4782.0	9341.0	9253.0	6728.0	6732.0	8055.0	6982.0	7096.0	7413.0	8301.0	6016.0	8578.0	4405.0	5179.0	6067.0	6356.0	7050.0	6279.0	7326.0	7141.0	7635.0	7695.0	7705.0	5530.0	4390.0	6077.0	8513.0	6393.0	6382.0	7786.0	7159.0	5957.0	7271.0	5998.0	6210.0	4924.0	6933.0	5260.0
cg00074638	I	14821.0	15000.0	14885.0	10983.0	12629.0	11431.0	13243.0	24766.0	9528.0	8617.0	7715.0	12148.0	7072.0	7113.0	6778.0	7907.0	8579.0	7455.0	6101.0	4755.0	5422.0	13981.0	11458.0	12533.0	13711.0	11919.0	6127.0	11693.0	11974.0	6554.0	15803.0	13894.0	15038.0	19162.0	5842.0	17339.0	5875.0	17883.0	12556.0	11148.0	16004.0	8774.0	9794.0	9458.0	7000.0	8036.0	14407.0	19826.0	16058.0	17238.0	14675.0	13407.0	14068.0	12588.0	14193.0	13815.0	14569.0	12904.0	14073.0	10321.0	10045.0	10411.0	9694.0	10931.0	10677.0
cg00078867	II	2521.0	2176.0	2224.0	1031.0	7075.0	1246.0	1440.0	1224.0	1006.0	4219.0	2181.0	1896.0	1884.0	1514.0	2618.0	1400.0	1084.0	2017.0	2193.0	2781.0	722.0	1732.0	3022.0	3317.0	1810.0	8693.0	2079.0	2923.0	1254.0	973.0	1865.0	2922.0	2040.0	2083.0	5061.0	2061.0	1048.0	1851.0	1449.0	1192.0	1143.0	6756.0	3063.0	1791.0	1004.0	2959.0	7984.0	1314.0	7924.0	1983.0	1426.0	4918.0	3325.0	2661.0	1933.0	1835.0	2002.0	5882.0	4091.0	5783.0	1331.0	2806.0	1963.0	1034.0	2976.0
cg00098732	II	7047.0	5580.0	9286.0	8656.0	14718.0	11131.0	11403.0	3440.0	3657.0	14562.0	11417.0	8503.0	9819.0	11589.0	10035.0	5183.0	2419.0	11826.0	9061.0	8578.0	2772.0	6060.0	9163.0	10530.0	10740.0	17038.0	9161.0	10733.0	2604.0	1248.0	1307.0	12823.0	3565.0	5993.0	8483.0	5353.0	1969.0	2731.0	2557.0	742.0	1336.0	8450.0	11470.0	4940.0	1920.0	11115.0	17695.0	13678.0	18704.0	12803.0	9828.0	12682.0	1736.0	10395.0	2680.0	7477.0	1797.0	3113.0	10060.0	15607.0	4771.0	11293.0	9087.0	6313.0	9670.0
cg00108056	II	30542.0	26802.0	29088.0	25661.0	24469.0	28136.0	23768.0	21709.0	24294.0	23593.0	23865.0	28317.0	27837.0	22360.0	23669.0	20817.0	20101.0	24368.0	25327.0	20047.0	17269.0	27896.0	30706.0	26152.0	29394.0	26463.0	17636.0	22731.0	28713.0	24469.0	28790.0	28071.0	27781.0	31768.0	22136.0	28288.0	18647.0	27458.0	21831.0	15283.0	16082.0	25912.0	23624.0	23075.0	19351.0	18879.0	35531.0	24320.0	29144.0	28519.0	22730.0	27616.0	27478.0	30916.0	24842.0	28125.0	32743.0	26126.0	32552.0	26735.0	28321.0	31931.0	29063.0	26189.0	27923.0
cg00108737	II	637.0	374.0	564.0	418.0	1612.0	570.0	393.0	1665.0	380.0	1212.0	689.0	480.0	472.0	683.0	720.0	416.0	508.0	743.0	700.0	609.0	392.0	797.0	747.0	1094.0	490.0	788.0	566.0	1370.0	438.0	323.0	505.0	912.0	505.0	664.0	383.0	745.0	222.0	467.0	700.0	624.0	630.0	1334.0	837.0	416.0	236.0	899.0	1854.0	968.0	2066.0	296.0	371.0	892.0	489.0	655.0	394.0	209.0	536.0	302.0	881.0	1206.0	477.0	409.0	430.0	483.0	420.0
cg00000165	II	2570.0	1004.0	2093.0	1261.0	510.0	681.0	1409.0	2875.0	2467.0	906.0	1333.0	1245.0	1400.0	583.0	1017.0	4724.0	2917.0	1480.0	3477.0	544.0	2570.0	4629.0	2357.0	2213.0	1219.0	1044.0	1315.0	1257.0	2142.0	4565.0	1224.0	890.0	1391.0	6648.0	1188.0	1466.0	1178.0	1158.0	3861.0	708.0	1338.0	3221.0	1217.0	1716.0	685.0	1469.0	5994.0	8808.0	4781.0	5313.0	5083.0	875.0	5566.0	1196.0	6377.0	3090.0	7678.0	6785.0	7781.0	455.0	1011.0	1173.0	642.0	590.0	587.0
