	RB_E_001	RB_E_002	RB_E_003	RB_E_004	RB_E_005	RB_E_006	RB_E_007	RB_E_008	RB_E_009	RB_E_011	RB_E_012	RB_E_013	RB_E_014	RB_E_015	RB_E_016	RB_E_017	RB_E_019	RB_E_020	RB_E_021	RB_E_022	RB_E_023	RB_E_025	RB_E_026	RB_E_027	RB_E_028	RB_E_029	RB_E_030	RB_E_030_IC	RB_E_032	RB_E_033	RB_E_034	RB_E_035	RB_E_036	RB_E_037	RB_E_040	RB_E_042	RB_E_044	RB_E_045	RB_E_046_IC	RB_E_048_IC	RB_E_049_IC	RB_E_050	RB_E_051	RB_E_052	RB_E_053	RB_E_054	RB_E_055	RB_E_056	RB_E_057	RB_E_058	RB_E_059	RB_E_060	RB_E_061	RB_E_063	RB_E_064	RB_E_065	RB_E_066	RB_E_067	RB_E_069_FR	RB_E_076	RB_E_077	RB_E_078	RB_E_079	RB_E_080	RB_E_081
cg00000714	0.05190996591136956	0.057987072945521696	0.06441725692208629	0.06131498055003944	0.06828268147725208	0.07169973678882365	0.07197391885867142	0.04380173598310935	0.06829382165274679	0.06442353691596236	0.06078012808072967	0.03859126205976939	0.055557694528933894	0.05262475136210326	0.05668517923532382	0.058391856703227336	0.05399132486112168	0.056825577611454604	0.06176430331234602	0.057577827656875184	0.05446178661226814	0.04661752496918162	0.04775406655723027	0.05900417862357146	0.055271113711722254	0.05686198480943366	0.05479327989856451	0.056183192839141395	0.05987994245175373	0.062040816326530614	0.05611775528978841	0.05645353929452982	0.04775596622840265	0.04788473762271347	0.05282060266292922	0.08650178417620279	0.057025004252423885	0.048664471276985	0.06424610981935253	0.06093626024861148	0.07090397040145784	0.047538069104119965	0.049020398290736115	0.054677074993327995	0.05601967520299812	0.058882198662775664	0.05348807871830453	0.05305648762519868	0.08663054920789791	0.07533906127955692	0.05152121461778379	0.0586629279811098	0.08691996426506911	0.05810478199718706	0.07159723904093	0.043298202766200326	0.06570934338048862	0.15555372173626011	0.09083685761886454	0.07010430530192825	0.0648807032231059	0.05869740762398017	0.07694436059965791	0.04406967260864499	0.05675106111424416
cg00000721	0.8514558315512419	0.8119706380575946	0.8781865585168018	0.8197159909446388	0.8635792120704108	0.8174409127954361	0.7701692247146793	0.7800741163055872	0.7884439009477224	0.8893947057831731	0.8894927536231884	0.8234874174549348	0.9003312255344775	0.8699909338168631	0.8986169573060734	0.8676585747846516	0.8809924306139613	0.8818265967294046	0.8712729357798165	0.8749025720966485	0.865010073875084	0.8509623874271588	0.8318492441499276	0.8492176386913229	0.8567287152883735	0.8299520991828684	0.8494306199915648	0.8322870795465193	0.8494010268111808	0.8991473487876366	0.8778596355176425	0.9312867594319323	0.8711703769010359	0.8470944450914173	0.879383634431456	0.8939181160203089	0.8677828195900485	0.8988909227953052	0.8612795446108155	0.8248165262299538	0.8586561264822135	0.877175697865353	0.826095423563778	0.8715417767273739	0.8718041051494418	0.8979624072026536	0.8748848350838401	0.834804692223969	0.8516326530612245	0.9001092555017949	0.8629204744312658	0.8013713306192415	0.8255227108868061	0.6915357766143106	0.8806073153899241	0.8426875880104606	0.8362440462689953	0.8961994278708623	0.856414280109847	0.8490289483327226	0.8314699792960663	0.7847427557658191	0.7272727272727273	0.8745928338762216	0.8425883432767325
cg00000734	0.06854401335002086	0.06637953832785523	0.0682249404545638	0.06763576758831903	0.09067075384181018	0.07921668205601724	0.07659275775217804	0.06315743719029818	0.06053221178412798	0.0750391481365487	0.06881847793899912	0.04968041836141778	0.06849396163864552	0.05755726192820109	0.06899641577060932	0.07324013361375727	0.05969779539261828	0.08328067736635916	0.059635343618513324	0.10137916095024911	0.0814521265303234	0.05970327353724991	0.06341732417069652	0.05783349148479249	0.06999085086916743	0.06665819675602422	0.08780421296611902	0.1390016456390565	0.05972045743329098	0.06320249514505973	0.060079737891288044	0.06056737022702789	0.0678270634475014	0.07798871216008209	0.07113409265599888	0.08736284525160802	0.08450982979284866	0.06527270715787145	0.08719552171062585	0.09024499887615195	0.09670451740311034	0.06467311638815597	0.07949961705386775	0.06629090183559458	0.06842043175651763	0.07309009328137915	0.06715454154111063	0.07055091697961863	0.07348537203409353	0.07753414663802537	0.07058532971103976	0.07068768376347599	0.06190339628825433	0.06857759284943751	0.0631707202774263	0.06624496338980114	0.07292319749216301	0.0639929224417576	0.06730807938488789	0.07092341887249949	0.06750713862399656	0.0690511931259382	0.07396761521510012	0.05972545972545973	0.055299539170506916
cg00000769	0.03198665409443679	0.03179018478044904	0.026510107735141022	0.03805231269395596	0.02412887658789298	0.03677652733118971	0.03701467302699112	0.030837988826815644	0.03182456374941499	0.0892992026856903	0.07845664690212253	0.02657718120805369	0.05364487617047344	0.05642069956875898	0.05493845691984389	0.05794392523364486	0.05756153625131692	0.06862932517683043	0.05028696365127084	0.06230636833046472	0.06922445148421917	0.03401759530791789	0.020128888535285227	0.02466755319148936	0.03844943678811906	0.034683611331744774	0.06492170533775289	0.09644670050761421	0.028061054455775513	0.041717492071236886	0.02765201643797451	0.03656194265331321	0.035406444768598326	0.023945489941596367	0.06380764026230873	0.04133162996918915	0.06737751631583785	0.04012692536524096	0.061011204218058564	0.058663558663558664	0.07746478873239436	0.07355925324675325	0.08267860405627626	0.07143473384522474	0.05312767780634105	0.0750481077613855	0.022108729252066393	0.02503044242998241	0.027603357165060616	0.038291266601506356	0.019224254742547426	0.023148716689180893	0.03420760990025859	0.028413527962996336	0.03196920244371914	0.032046160674656016	0.027386076888822917	0.033594710947109474	0.02971386647101981	0.025934511735728773	0.029126931322540104	0.02550387596899225	0.026056958308866705	0.019532191945985048	0.017004747518342685
cg00000807	0.7598775987759877	0.8058410188844971	0.7593000440475713	0.8779740533295035	0.8419102697329779	0.7635642332075765	0.7278632961446123	0.7542285284720918	0.845232493476494	0.8263554842924165	0.8599624060150376	0.8120695136166155	0.8423997513211067	0.8411003236245954	0.8382321080378421	0.8116647933058574	0.8550784192863502	0.8253090435914119	0.7867441860465116	0.8328390179601253	0.8074068097466516	0.7930687856014552	0.8197153156483964	0.8194582799677435	0.8479264680257884	0.866588785046729	0.7987613671997491	0.7462161210841253	0.8451683304368912	0.7680943065994028	0.8456604332165589	0.815705002740155	0.7716455872617679	0.8085279187817259	0.8295495756872416	0.733321510906189	0.8633595534128394	0.8532825074121135	0.7550080727142259	0.7764737121614445	0.7988031496062992	0.7610204081632653	0.7886696371737747	0.8063994455354049	0.8084268162393162	0.826507769291546	0.8067792306715754	0.7654933814681107	0.7287306724199928	0.826625386996904	0.7742670082550527	0.8297826165587586	0.7664427714916828	0.7147354957200486	0.7231796369705821	0.7982067566846347	0.7031290074378046	0.7535508791695168	0.6669179734620024	0.8074345805820494	0.8180470543228768	0.864371670941014	0.6764830917874396	0.8075647309272737	0.831774672681263
cg00000884	0.6808452993768627	0.7263698630136987	0.6543954938644136	0.6746605027448714	0.6925117924528302	0.6958420684835779	0.43655022695875273	0.7447948560930803	0.7890002044571662	0.7216400911161731	0.745024290863501	0.6261185682326622	0.7140319715808171	0.7250879249706916	0.7664520743919886	0.7546798029556651	0.7581363480644057	0.7631922431474921	0.8097457627118644	0.7911449016100179	0.7946248600223964	0.7407794925451217	0.7745122252408002	0.7042448173741362	0.48338723904733905	0.7312133891213389	0.7706758304696449	0.7159937888198757	0.764677341096555	0.8155422715627668	0.7224846894138233	0.689834424335772	0.7156133828996283	0.6802470951610531	0.8233418367346939	0.7189004503804939	0.8021936459909228	0.7176781002638523	0.7984597311055998	0.7638924455825864	0.6853844648796713	0.7430808448652586	0.7033235581622679	0.7896129672510751	0.7507611122386848	0.745974025974026	0.5533464566929134	0.3264621284755513	0.38195595548188493	0.16822890971879625	0.256631708821715	0.6978319783197832	0.710029211295034	0.2651704073150457	0.7546399406087602	0.7515988743924278	0.7303877366997295	0.6078830495928942	0.7539646579066607	0.6396749789857102	0.8015873015873016	0.7465578786333503	0.7521250342747464	0.7683471601786854	0.7818595578673602
cg00000905	0.06271379703534778	0.060846799675002256	0.05638979313241625	0.07384823848238482	0.07772177419354839	0.07191387059684332	0.0999880966551601	0.06234852157052836	0.05625822118789841	0.07407908992416035	0.06854789875257357	0.06109185441941074	0.06287390029325514	0.05339920018819101	0.07743142144638404	0.0649029546297441	0.06209424083769634	0.07129641050943629	0.06358244365361804	0.06512813252159139	0.06944444444444445	0.05295444930193203	0.05806778801453808	0.05195539754363284	0.08597331160232251	0.09339805825242718	0.07793840351979887	0.06475678901820352	0.06923235658274866	0.10912886695767698	0.06014723105236741	0.06713164777680906	0.06652192792010421	0.05040750633518252	0.0862129144851658	0.052828925343153664	0.08852555604654588	0.05063721325403568	0.05605146763168476	0.10868818681318682	0.07216854848096846	0.07485808893093661	0.07182690162837385	0.062864748643391	0.06134763660744217	0.06219931271477663	0.06756599604605186	0.06290440931225402	0.06568655169164075	0.07316444826105625	0.06545682102628285	0.07806948282668773	0.05656265477959386	0.1669054441260745	0.0632651154097748	0.06253832004904966	0.0573442394709363	0.08204164709566307	0.055484284797947404	0.112056028014007	0.07924970691676436	0.07778142435182146	0.1307752545027408	0.09473412493546722	0.07352157698454981
cg00000924	0.34301715085754286	0.4679961162148032	0.43053447311656146	0.4557823129251701	0.46987672629530075	0.4854406879030682	0.49860046245588413	0.5077046304065909	0.48312895415137075	0.4573757131214344	0.4400230680507497	0.36807048606719783	0.43280741297270225	0.3835005574136009	0.420256111757858	0.4130183727034121	0.4032430125880094	0.4011914432710533	0.40313463514902365	0.4141448719704231	0.3810190191463647	0.378419452887538	0.41553902679451565	0.42791982257187094	0.4327818203992032	0.46469579481061735	0.38387587465774264	0.44089500546846516	0.45129082302398665	0.4219608164603656	0.3959218698921216	0.409307078567779	0.3603993001955336	0.40204824436197545	0.4318892900120337	0.4509067724567866	0.4329308093994778	0.3442610423353202	0.3939708041807031	0.47010119595216193	0.4199513936356042	0.3807035500727253	0.3767867063993131	0.4174647120228748	0.4126902685137677	0.38248824107096707	0.4232585107264143	0.463705667882002	0.41549081752268485	0.47864517041436855	0.4970170247853713	0.5211995473406261	0.3718382875538275	0.3173530772790375	0.4168864275668073	0.36703180678368746	0.36582138919514884	0.44805295950155766	0.358121113414273	0.4468915528296627	0.44890821862529706	0.3851959966638866	0.4087129775087168	0.481590854965468	0.4371458138274282
cg00000948	0.8061585058051489	0.7524449051331741	0.6223426586771498	0.7152961555117163	0.7714631197097944	0.7720323125370818	0.5698730296002201	0.8625133588985981	0.7400089206066013	0.7293690168401928	0.882626807155109	0.7450035688793719	0.8617030683526395	0.8157894736842105	0.7881063352321768	0.755548657457706	0.8432610241820768	0.821182091665192	0.8622858801896836	0.8343736067766384	0.8107086614173228	0.7586854460093897	0.8173938168159491	0.7623602908877934	0.6532072268703771	0.7600119418262464	0.8115028183815802	0.8418587221285366	0.7958660083260722	0.8341610233258089	0.7802005656981229	0.8572586774765645	0.8337079726433593	0.8376116862856332	0.8131475199413221	0.8087581536416137	0.8608398029885633	0.8652950730914998	0.8719594900081382	0.8770236612702366	0.8415294853094395	0.7462699008085355	0.7774106799846331	0.8147560791421236	0.8507983116168104	0.8577041011881947	0.7977236976034052	0.5745863986460816	0.7075681570338059	0.6903960051097433	0.6216489387303268	0.8610945570123163	0.7527250077857365	0.7122321794113633	0.8426209083701438	0.786236262155475	0.8015607580824972	0.7938722601932595	0.8184215865287077	0.49822047391589397	0.7628393016439403	0.8504013621989783	0.7654721395151	0.7820773930753564	0.8227912282925592
cg00000957	0.8239497188223619	0.8745713197002414	0.86176345652042	0.8876512957600059	0.8832214765100671	0.8741898844123739	0.8978617911372792	0.834445503654274	0.9155890571187212	0.8818196278034038	0.8888888888888888	0.88325972113969	0.875204547411937	0.8926740709098676	0.8793711291090995	0.8694957244465755	0.8774898472249082	0.8726853984339015	0.8554814573845153	0.8748701373658087	0.8563358440407621	0.8788669129899297	0.8507232542771128	0.8443901777235111	0.8214552703712933	0.8815577502276388	0.8598846239183492	0.8299944129619283	0.8923086262368725	0.841522491349481	0.8975959510754956	0.852856394129979	0.8282492142725087	0.8557769349927888	0.8963172804532578	0.798906439854192	0.8510014246207994	0.8883538970809509	0.880420054200542	0.8943465491923641	0.819303875586275	0.8175393191319928	0.8551479552255348	0.8606065520596822	0.8980080548601285	0.8867353691973149	0.8362658227848101	0.8314012956017729	0.7827353287475987	0.8374836806730815	0.8238557558945908	0.8642520436780238	0.802977988778593	0.8427970216898673	0.8000984130889408	0.8808	0.8391848409009653	0.8398648248058339	0.8349183126066813	0.8156275086968157	0.8969915222447296	0.8336656589695761	0.8570158035164535	0.9224939975990396	0.9232248891862508
cg00001099	0.7687481024187836	0.8839590443686007	0.8988836608543224	0.9175418994413408	0.8616752551278165	0.8802549826514968	0.8935897435897436	0.8796344843082915	0.9012052766442061	0.8948866746961568	0.9041383924304692	0.8340075512405609	0.8886426008021955	0.8764367816091954	0.8835803876852908	0.9010895107882931	0.9016429840142096	0.8833116036505867	0.873458018304815	0.8638180565127498	0.8707756438886408	0.8628502626970228	0.837874536073142	0.8721376264093921	0.811871408045977	0.8690652818991098	0.8789181692094313	0.8256466906011231	0.8784157730888966	0.8590005099439062	0.876570243171603	0.9115652847733436	0.8839508542906508	0.8754915981408652	0.8763528138528138	0.8766402005850397	0.9006318207926479	0.8937256079255479	0.8217876217404964	0.9303091013165427	0.8884708007224563	0.8338450202628024	0.854119425547997	0.8543191800878477	0.9069001843560706	0.8909007034944066	0.848816155988858	0.6762231367169639	0.7963621719578495	0.8013856812933026	0.8576607682347863	0.8235594605639559	0.7845183572340266	0.8968296614723267	0.8937956510788347	0.8470926058865758	0.8280204643841007	0.6778815706143129	0.5956981664315938	0.8990258968876218	0.9066666666666666	0.8084636791094905	0.8856172140430351	0.9280400048786437	0.94739652870494
cg00001245	0.025287176069314306	0.027617811663557465	0.03820637838701942	0.023220052283561433	0.014381304304404274	0.03179000751314801	0.025880334981333873	0.025573770491803278	0.01746965796248621	0.04340523802025928	0.03413926499032882	0.02241262683201804	0.03541444054342848	0.03001526199762591	0.06995997587587038	0.03809763462506291	0.04236887698850213	0.03750715288976746	0.03272922671095696	0.04801138047537194	0.061665955761379565	0.019081094652272156	0.031436165337732566	0.027442029361415158	0.025243832472748137	0.029011360435639847	0.07936309709647206	0.051389103654450805	0.01674081548410769	0.02677151440183778	0.020944206008583693	0.020045994633959372	0.022935779816513763	0.04851616607456848	0.07184209075370789	0.03782914572864322	0.037347229977045725	0.027577699072784432	0.031198686371100164	0.06613895067381918	0.08842623684799641	0.05313181676534746	0.06308240453133565	0.05711622388881827	0.029902892668139548	0.05173335926484174	0.031623897192120214	0.027396579156722355	0.025760436333123558	0.019592066621072535	0.027549540840985983	0.04410317833768234	0.02793145324517609	0.0231023102310231	0.031090161468257948	0.025186219739292366	0.020236975738198233	0.025993298228817616	0.02456954923582898	0.0233877066004105	0.04354633525785302	0.023898874185265654	0.0400658358805549	0.03517332520077259	0.021390869524956016
